,index,optim,lr,loss
505,2337,adam,0.0001521576388074754,2.1699273586273193
506,2338,adam,0.00015367921519555017,2.1001436710357666
507,2339,adam,0.00015521600734750567,2.1311283111572266
508,2340,adam,0.00015676816742098073,2.1129257678985596
509,2341,adam,0.00015833584909519054,2.105529546737671
510,2342,adam,0.00015991920758614246,2.0847647190093994
511,2343,adam,0.00016151839966200388,2.0967400074005127
512,2344,adam,0.0001631335836586239,2.1504671573638916
513,2345,adam,0.00016476491949521014,2.1688461303710938
514,2346,adam,0.00016641256869016224,2.1145269870758057
515,2347,adam,0.00016807669437706387,2.1744563579559326
516,2348,adam,0.00016975746132083451,2.099639892578125
517,2349,adam,0.00017145503593404287,2.0804314613342285
518,2350,adam,0.0001731695862933833,2.1148476600646973
519,2351,adam,0.00017490128215631712,2.1620283126831055
520,2352,adam,0.0001766502949778803,2.088317632675171
521,2353,adam,0.0001784167979276591,2.1360952854156494
522,2354,adam,0.0001802009659069357,2.1740975379943848
523,2355,adam,0.00018200297556600505,2.121037244796753
524,2356,adam,0.0001838230053216651,2.087239980697632
525,2357,adam,0.00018566123537488175,2.189762592315674
526,2358,adam,0.00018751784772863057,2.104283332824707
527,2359,adam,0.00018939302620591688,2.0966956615448
528,2360,adam,0.00019128695646797604,2.098416805267334
529,2361,adam,0.00019319982603265581,2.1160809993743896
530,2362,adam,0.00019513182429298237,2.067843198776245
531,2363,adam,0.0001970831425359122,2.1152055263519287
532,2364,adam,0.0001990539739612713,2.0414023399353027
533,2365,adam,0.00020104451370088402,2.053067922592163
534,2366,adam,0.00020305495883789286,2.1238045692443848
535,2367,adam,0.0002050855084262718,2.1404783725738525
536,2368,adam,0.00020713636351053452,2.072004795074463
537,2369,adam,0.00020920772714563986,2.092716693878174
538,2370,adam,0.00021129980441709627,2.125633716583252
539,2371,adam,0.00021341280246126723,2.1554739475250244
540,2372,adam,0.00021554693048587991,2.0833487510681152
541,2373,adam,0.00021770239979073872,2.12260365486145
542,2374,adam,0.0002198794237886461,2.0734140872955322
543,2375,adam,0.00022207821802653258,2.0458905696868896
544,2376,adam,0.0002242990002067979,2.126169204711914
545,2377,adam,0.00022654199020886588,2.1022825241088867
546,2378,adam,0.00022880741011095453,2.0970208644866943
547,2379,adam,0.0002310954842120641,2.1429355144500732
548,2380,adam,0.00023340643905418474,2.1617484092712402
549,2381,adam,0.0002357405034447266,2.1343226432800293
550,2382,adam,0.00023809790847917385,2.1339316368103027
551,2383,adam,0.0002404788875639656,2.0669589042663574
552,2384,adam,0.00024288367643960526,2.165581226348877
553,2385,adam,0.0002453125132040013,2.113572359085083
554,2386,adam,0.0002477656383360413,2.129120349884033
555,2387,adam,0.0002502432947194017,2.1062798500061035
556,2388,adam,0.00025274572766659573,2.1032772064208984
557,2389,adam,0.0002552731849432617,2.1593637466430664
558,2390,adam,0.0002578259167926943,2.033278226852417
559,2391,adam,0.0002604041759606213,2.116450071334839
560,2392,adam,0.0002630082177202275,2.027376174926758
561,2393,adam,0.00026563829989742976,2.1068310737609863
562,2394,adam,0.00026829468289640406,2.0815963745117188
563,2395,adam,0.0002709776297253681,2.1122488975524902
564,2396,adam,0.00027368740602262177,2.1287505626678467
565,2397,adam,0.00027642428008284797,2.087235927581787
566,2398,adam,0.00027918852288367645,2.122769832611084
567,2399,adam,0.0002819804081125132,2.123504400253296
568,2400,adam,0.00028480021219363835,2.0417041778564453
569,2401,adam,0.0002876482143155747,2.1147799491882324
570,2402,adam,0.0002905246964587305,2.1060009002685547
571,2403,adam,0.0002934299434233178,2.0115084648132324
572,2404,adam,0.000296364242857551,2.0933213233947754
573,2405,adam,0.0002993278852861265,2.0744152069091797
574,2406,adam,0.0003023211641389878,2.1319096088409424
575,2407,adam,0.0003053443757803777,2.071279287338257
576,2408,adam,0.0003083978195381815,2.125542640686035
577,2409,adam,0.0003114817977335633,2.097296953201294
578,2410,adam,0.0003145966157108989,2.0582361221313477
579,2411,adam,0.0003177425818680079,2.0621554851531982
580,2412,adam,0.000320920007686688,2.113501787185669
581,2413,adam,0.0003241292077635549,2.0834884643554688
582,2414,adam,0.0003273704998411904,2.093398094177246
583,2415,adam,0.0003306442048396023,2.1085500717163086
584,2416,adam,0.0003339506468879983,2.108931303024292
585,2417,adam,0.0003372901533568783,2.0542900562286377
586,2418,adam,0.0003406630548904471,2.082946300506592
587,2419,adam,0.0003440696854393516,2.0176122188568115
588,2420,adam,0.00034751038229374515,2.094466209411621
589,2421,adam,0.0003509854861166826,2.107271194458008
590,2422,adam,0.00035449534097784944,2.0565719604492188
591,2423,adam,0.00035804029438762794,2.08161997795105
592,2424,adam,0.0003616206973315042,2.036642074584961
593,2425,adam,0.00036523690430481924,2.185223340988159
594,2426,adam,0.00036888927334786746,2.143646240234375
595,2427,adam,0.00037257816608134614,2.1262710094451904
596,2428,adam,0.00037630394774215963,2.0637335777282715
597,2429,adam,0.00038006698721958123,2.099987030029297
598,2430,adam,0.00038386765709177707,2.142134666442871
599,2431,adam,0.00038770633366269484,2.0217537879943848
600,2432,adam,0.0003915833969993218,2.1368229389190674
601,2433,adam,0.000395499230969315,2.087228298187256
602,2434,adam,0.00039945422327900817,2.082237482070923
603,2435,adam,0.00040344876551179826,2.0395734310150146
604,2436,adam,0.00040748325316691624,2.150534152984619
605,2437,adam,0.0004115580856985854,2.036949396133423
606,2438,adam,0.00041567366655557124,2.1085896492004395
607,2439,adam,0.00041983040322112695,2.1048617362976074
608,2440,adam,0.0004240287072533382,2.1214652061462402
609,2441,adam,0.00042826899432587157,2.0985100269317627
610,2442,adam,0.0004325516842691303,2.087167263031006
611,2443,adam,0.0004368772011118216,2.070786237716675
612,2444,adam,0.0004412459731229398,2.098820686340332
613,2445,adam,0.0004456584328541692,2.074021816253662
614,2446,adam,0.0004501150171827109,2.0666027069091797
615,2447,adam,0.000454616167354538,2.007293701171875
616,2448,adam,0.0004591623290280834,2.066399097442627
617,2449,adam,0.00046375395231836427,2.156669855117798
618,2450,adam,0.0004683914918415479,2.129227638244629
619,2451,adam,0.00047307540675996343,2.0544941425323486
620,2452,adam,0.00047780616082756307,2.0369176864624023
621,2453,adam,0.0004825842224358387,2.052819013595581
622,2454,adam,0.0004874100646601971,2.0893752574920654
623,2455,adam,0.000492284165306799,2.0622196197509766
624,2456,adam,0.000497207006959867,2.016273260116577
625,2457,adam,0.0005021790770294657,2.1059741973876953
626,2458,adam,0.0005072008677997603,2.003929853439331
627,2459,adam,0.0005122728764777579,2.010188341140747
628,2460,adam,0.0005173956052425355,2.0698139667510986
629,2461,adam,0.0005225695612949609,2.0114657878875732
630,2462,adam,0.0005277952569079105,2.0454444885253906
631,2463,adam,0.0005330732094769896,1.95438814163208
632,2464,adam,0.0005384039415717595,2.0214273929595947
633,2465,adam,0.0005437879809874771,2.002864360809326
634,2466,adam,0.0005492258607973519,2.028218984603882
635,2467,adam,0.0005547181194053254,2.0190110206604004
636,2468,adam,0.0005602653005993787,2.0190491676330566
637,2469,adam,0.0005658679536053725,2.016064167022705
638,2470,adam,0.0005715266331414262,2.036259412765503
639,2471,adam,0.0005772418994728404,2.0184080600738525
640,2472,adam,0.0005830143184675688,2.057865858078003
641,2473,adam,0.0005888444616522445,2.0190186500549316
642,2474,adam,0.0005947329062687669,1.9818882942199707
643,2475,adam,0.0006006802353314545,2.0161619186401367
644,2476,adam,0.0006066870376847691,2.073516607284546
645,2477,adam,0.0006127539080616168,2.0229883193969727
646,2478,adam,0.000618881447142233,2.0852243900299072
647,2479,adam,0.0006250702616136554,2.019822120666504
648,2480,adam,0.0006313209642297919,2.035383701324463
649,2481,adam,0.0006376341738720899,2.020014762878418
650,2482,adam,0.0006440105156108108,1.9402722120285034
651,2483,adam,0.0006504506207669189,2.154012680053711
652,2484,adam,0.000656955126974588,2.1302242279052734
653,2485,adam,0.0006635246782443339,2.0142104625701904
654,2486,adam,0.0006701599250267773,2.03391695022583
655,2487,adam,0.0006768615242770451,2.0616402626037598
656,2488,adam,0.0006836301395198156,2.058554172515869
657,2489,adam,0.0006904664409150137,1.986307144165039
658,2490,adam,0.0006973711053241639,2.098619222640991
659,2491,adam,0.0007043448163774055,2.0164542198181152
660,2492,adam,0.0007113882645411796,2.109255790710449
661,2493,adam,0.0007185021471865915,1.9216943979263306
662,2494,adam,0.0007256871686584574,2.0469777584075928
663,2495,adam,0.0007329440403450419,2.042649507522583
664,2496,adam,0.0007402734807484923,2.021080732345581
665,2497,adam,0.0007476762155559772,1.9954527616500854
666,2498,adam,0.000755152977711537,1.9388759136199951
667,2499,adam,0.0007627045074886523,2.0108346939086914
668,2500,adam,0.0007703315525635388,2.004469156265259
669,2501,adam,0.0007780348680891743,1.9929468631744385
670,2502,adam,0.000785815216770066,1.9659512042999268
671,2503,adam,0.0007936733689377667,2.033839702606201
672,2504,adam,0.0008016101026271443,1.9802560806274414
673,2505,adam,0.0008096262036534158,2.1231296062469482
674,2506,adam,0.0008177224656899499,2.042604446411133
675,2507,adam,0.0008258996903468494,1.9857031106948853
676,2508,adam,0.000834158687250318,1.9090423583984375
677,2509,adam,0.0008425002741228212,1.9924125671386719
678,2510,adam,0.0008509252768640494,2.0614004135131836
679,2511,adam,0.0008594345296326899,1.9490495920181274
680,2512,adam,0.0008680288749290168,2.001673936843872
681,2513,adam,0.000876709163678307,2.0045394897460938
682,2514,adam,0.00088547625531509,1.9683990478515625
683,2515,adam,0.0008943310178682409,1.8997136354446411
684,2516,adam,0.0009032743280469233,1.9397581815719604
685,2517,adam,0.0009123070713273926,2.0361368656158447
686,2518,adam,0.0009214301420406665,2.033099412918091
687,2519,adam,0.0009306444434610732,1.9042365550994873
688,2520,adam,0.0009399508878956839,1.8767510652542114
689,2521,adam,0.0009493503967746408,1.9757040739059448
690,2522,adam,0.0009588439007423872,1.9146684408187866
691,2523,adam,0.000968432339749811,1.9820529222488403
692,2524,adam,0.0009781166631473092,1.9561461210250854
693,2525,adam,0.0009878978297787823,1.9792662858963013
694,2526,adam,0.0009977768080765702,1.9826323986053467
695,2527,adam,0.0010077545761573358,1.9540176391601562
696,2528,adam,0.0010178321219189092,1.931501030921936
697,2529,adam,0.0010280104431380983,1.9740430116653442
698,2530,adam,0.0010382905475694792,1.9616849422454834
699,2531,adam,0.001048673453045174,1.9280122518539429
700,2532,adam,0.0010591601875756258,1.9791479110717773
701,2533,adam,0.001069751789451382,1.8991749286651611
702,2534,adam,0.0010804493073458957,1.897283911705017
703,2535,adam,0.0010912538004193546,1.9631060361862183
704,2536,adam,0.0011021663384235482,1.9025787115097046
705,2537,adam,0.0011131880018077837,1.9040391445159912
706,2538,adam,0.0011243198818258616,1.9700238704681396
707,2539,adam,0.0011355630806441203,1.9061635732650757
708,2540,adam,0.0011469187114505615,1.885981798171997
709,2541,adam,0.001158387898565067,1.9852499961853027
710,2542,adam,0.0011699717775507177,1.9541523456573486
711,2543,adam,0.001181671495326225,1.975996494293213
712,2544,adam,0.0011934882102794871,1.9136110544204712
713,2545,adam,0.001205423092382282,1.9466239213943481
714,2546,adam,0.0012174773233061048,1.93832266330719
715,2547,adam,0.001229652096539166,1.9280507564544678
716,2548,adam,0.0012419486175045576,1.9746410846710205
717,2549,adam,0.0012543681036796032,1.8931705951690674
718,2550,adam,0.0012669117847163992,1.9479572772979736
719,2551,adam,0.0012795809025635632,1.9010624885559082
720,2552,adam,0.0012923767115891988,1.9019955396652222
721,2553,adam,0.0013053004787050909,1.9499982595443726
722,2554,adam,0.0013183534834921417,1.9388843774795532
723,2555,adam,0.0013315370183270632,1.85321044921875
724,2556,adam,0.0013448523885103338,1.9022692441940308
725,2557,adam,0.0013583009123954372,1.8503131866455078
726,2558,adam,0.0013718839215193916,1.9457343816757202
727,2559,adam,0.0013856027607345855,1.9134351015090942
728,2560,adam,0.0013994587883419314,1.955254077911377
729,2561,adam,0.0014134533762253506,1.9268828630447388
730,2562,adam,0.001427587909987604,1.9527356624603271
731,2563,adam,0.00144186378908748,1.8347340822219849
732,2564,adam,0.001456282426978355,1.8583357334136963
733,2565,adam,0.0014708452512481385,1.8675625324249268
734,2566,adam,0.00148555370376062,1.9052826166152954
735,2567,adam,0.0015004092407982263,1.8702490329742432
736,2568,adam,0.0015154133332062085,1.9063645601272583
737,2569,adam,0.0015305674665382705,1.8897502422332764
738,2570,adam,0.0015458731412036533,1.8276245594024658
739,2571,adam,0.0015613318726156898,1.812808871269226
740,2572,adam,0.0015769451913418466,1.8342385292053223
741,2573,adam,0.001592714643255265,1.9485104084014893
742,2574,adam,0.0016086417896878178,1.9181015491485596
743,2575,adam,0.001624728207584696,1.9783909320831299
744,2576,adam,0.0016409754896605428,1.877021074295044
745,2577,adam,0.0016573852445571483,1.9883180856704712
746,2578,adam,0.00167395909700272,1.9397327899932861
747,2579,adam,0.0016906986879727472,1.9194896221160889
748,2580,adam,0.0017076056748524747,1.8892604112625122
749,2581,adam,0.0017246817316009994,1.977748990058899
750,2582,adam,0.0017419285489170095,1.9788455963134766
751,2583,adam,0.0017593478344061796,1.9336439371109009
752,2584,adam,0.0017769413127502415,2.0295915603637695
753,2585,adam,0.001794710725877744,1.8411897420883179
754,2586,adam,0.0018126578331365214,1.9008182287216187
755,2587,adam,0.0018307844114678867,1.9437528848648071
756,2588,adam,0.0018490922555825656,1.8457263708114624
757,2589,adam,0.0018675831781383913,1.9276888370513916
758,2590,adam,0.0018862590099197752,1.9162845611572266
759,2591,adam,0.001905121600018973,1.9907560348510742
760,2592,adam,0.0019241728160191627,1.9519853591918945
761,2593,adam,0.0019434145441793542,1.9212995767593384
762,2594,adam,0.0019628486896211476,1.868325114250183
763,2595,adam,0.001982477176517359,1.7530113458633423
764,2596,adam,0.002002301948282533,1.8873785734176636
765,2597,adam,0.002022324967765358,1.8803285360336304
766,2598,adam,0.002042548217443012,1.864259958267212
767,2599,adam,0.002062973699617442,1.8505805730819702
768,2600,adam,0.0020836034366136166,1.9608514308929443
769,2601,adam,0.0021044394709797526,1.84105384349823
770,2602,adam,0.00212548386568955,1.9068816900253296
771,2603,adam,0.0021467387043464458,1.8395054340362549
772,2604,adam,0.00216820609138991,1.9917532205581665
773,2605,adam,0.0021898881523038094,1.808831810951233
774,2606,adam,0.0022117870338268474,1.8788541555404663
775,2607,adam,0.0022339049041651157,1.8154369592666626
776,2608,adam,0.0022562439532067668,1.8036088943481445
777,2609,adam,0.0022788063927388345,1.7924859523773193
778,2610,adam,0.0023015944566662228,1.844712257385254
779,2611,adam,0.002324610401232885,1.7958629131317139
780,2612,adam,0.002347856505245214,1.8663718700408936
781,2613,adam,0.002371335070297666,1.8629443645477295
782,2614,adam,0.0023950484210006426,1.8799083232879639
783,2615,adam,0.002418998905210649,1.9447219371795654
784,2616,adam,0.0024431888942627556,1.888601541519165
785,2617,adam,0.002467620783205383,1.8714401721954346
786,2618,adam,0.002492296991037437,1.9577100276947021
787,2619,adam,0.0025172199609478116,1.8534839153289795
788,2620,adam,0.0025423921605572898,1.8781400918960571
789,2621,adam,0.0025678160821628626,1.9097535610198975
790,2622,adam,0.002593494242984491,1.8128628730773926
791,2623,adam,0.002619429185414336,1.8089879751205444
792,2624,adam,0.0026456234772684797,1.8666208982467651
793,2625,adam,0.0026720797120411647,1.8270089626312256
794,2626,adam,0.0026988005091615765,1.8507118225097656
795,2627,adam,0.0027257885142531924,1.9836291074752808
796,2628,adam,0.0027530463993957243,1.8111629486083984
797,2629,adam,0.0027805768633896817,1.8609960079193115
798,2630,adam,0.0028083826320235783,1.896425485610962
799,2631,adam,0.002836466458343814,2.005462408065796
800,2632,adam,0.002864831122927252,1.8956609964370728
801,2633,adam,0.0028934794341565245,1.9254447221755981
802,2634,adam,0.0029224142284980897,1.8465455770492554
803,2635,adam,0.002951638370783071,1.8780796527862549
804,2636,adam,0.0029811547544909014,1.8580974340438843
805,2637,adam,0.0030109663020358103,1.8589868545532227
806,2638,adam,0.0030410759650561685,1.7740089893341064
807,2639,adam,0.0030714867247067304,1.6947492361068726
808,2640,adam,0.003102201591953798,1.8468307256698608
809,2641,adam,0.003133223607873336,1.872398853302002
810,2642,adam,0.003164555843952069,1.8076419830322266
811,2643,adam,0.0031962014023915897,1.7961208820343018
812,2644,adam,0.003228163416415506,1.7931009531021118
813,2645,adam,0.003260445050579661,1.8258962631225586
814,2646,adam,0.0032930495010854576,1.802960991859436
815,2647,adam,0.0033259799960963124,1.8058390617370605
816,2648,adam,0.0033592397960572756,1.7887424230575562
817,2649,adam,0.0033928321940178484,1.807567834854126
818,2650,adam,0.003426760515958027,1.7645962238311768
819,2651,adam,0.003461028121117607,1.898411750793457
820,2652,adam,0.003495638402328783,1.8176212310791016
821,2653,adam,0.003530594786352071,1.7927169799804688
822,2654,adam,0.0035659007342155914,1.7936478853225708
823,2655,adam,0.0036015597415577473,1.8052517175674438
824,2656,adam,0.0036375753389733248,1.8551982641220093
825,2657,adam,0.003673951092363058,1.7557671070098877
826,2658,adam,0.003710690603286689,1.863917350769043
827,2659,adam,0.003747797509319556,1.8267560005187988
828,2660,adam,0.0037852754844127515,1.809719443321228
829,2661,adam,0.003823128239256879,1.8354666233062744
830,2662,adam,0.0038613595216494476,1.734461784362793
831,2663,adam,0.003899973116865942,1.8073536157608032
832,2664,adam,0.0039389728480346015,1.8344793319702148
833,2665,adam,0.003978362576514948,1.8819845914840698
834,2666,adam,0.004018146202280097,1.7841616868972778
835,2667,adam,0.004058327664302899,1.9556474685668945
836,2668,adam,0.004098910940945928,1.7849218845367432
837,2669,adam,0.004139900050355388,1.7083746194839478
838,2670,adam,0.0041812990508589415,1.7451649904251099
839,2671,adam,0.004223112041367531,1.850226640701294
840,2672,adam,0.004265343161781207,1.8500858545303345
841,2673,adam,0.004307996593399019,1.7988430261611938
842,2674,adam,0.004351076559333009,1.9469828605651855
843,2675,adam,0.0043945873249263395,1.800849437713623
844,2676,adam,0.004438533198175603,1.7651216983795166
845,2677,adam,0.00448291853015736,1.7582411766052246
846,2678,adam,0.004527747715458933,1.7583649158477783
847,2679,adam,0.004573025192613522,1.7609553337097168
848,2680,adam,0.004618755444539657,1.7730963230133057
849,2681,adam,0.004664942998985054,1.8986763954162598
850,2682,adam,0.004711592428974904,1.8015717267990112
851,2683,adam,0.004758708353264653,2.0212645530700684
852,2684,adam,0.0048062954367973,1.73992919921875
853,2685,adam,0.004854358391165273,1.858946681022644
854,2686,adam,0.004902901975076926,1.7990866899490356
855,2687,adam,0.004951930994827695,1.7909386157989502
856,2688,adam,0.005001450304775972,1.7938661575317383
857,2689,adam,0.005051464807823732,1.8364455699920654
858,2690,adam,0.005101979455901969,1.8833165168762207
859,2691,adam,0.005152999250460989,1.8719091415405273
860,2692,adam,0.0052045292429655984,1.8562265634536743
861,2693,adam,0.005256574535395254,1.9459738731384277
862,2694,adam,0.005309140280749206,1.7890979051589966
863,2695,adam,0.0053622316835566985,1.708799123764038
864,2696,adam,0.0054158540003922655,1.856717586517334
865,2697,adam,0.0054700125403961885,1.8225175142288208
866,2698,adam,0.0055247126658001505,1.7801439762115479
867,2699,adam,0.005579959792458152,1.8516268730163574
868,2700,adam,0.005635759390382734,1.7830054759979248
869,2701,adam,0.005692116984286561,1.762430191040039
870,2702,adam,0.005749038154129427,1.755805253982544
871,2703,adam,0.005806528535670721,1.7481729984283447
872,2704,adam,0.005864593821027429,1.938253402709961
873,2705,adam,0.005923239759237703,1.7935820817947388
874,2706,adam,0.00598247215683008,1.8868467807769775
875,2707,adam,0.006042296878398381,1.8672116994857788
876,2708,adam,0.0061027198471823646,1.7401295900344849
877,2709,adam,0.0061637470456541886,1.843973994255066
878,2710,adam,0.00622538451611073,2.0229485034942627
879,2711,adam,0.006287638361271838,1.831958293914795
880,2712,adam,0.006350514744884557,1.7723726034164429
881,2713,adam,0.0064140198923334025,1.8236122131347656
882,2714,adam,0.006478160091256737,1.7668867111206055
883,2715,adam,0.0065429416921693045,1.995444893836975
884,2716,adam,0.0066083711090909976,1.7482396364212036
885,2717,adam,0.0066744548201819074,1.7769138813018799
886,2718,adam,0.006741199368383727,1.8582580089569092
887,2719,adam,0.006808611362067564,1.8605995178222656
888,2720,adam,0.00687669747568824,1.7816675901412964
889,2721,adam,0.006945464450445122,2.187814950942993
890,2722,adam,0.007014919094949574,1.7655997276306152
891,2723,adam,0.00708506828589907,2.30269455909729
892,2724,adam,0.007155918968758061,1.8288155794143677
893,2725,adam,0.007227478158445641,1.8570339679718018
894,2726,adam,0.007299752940030098,1.785152554512024
895,2727,adam,0.007372750469430399,2.0776751041412354
896,2728,adam,0.007446477974124703,1.9107756614685059
897,2729,adam,0.00752094275386595,1.8967801332473755
898,2730,adam,0.007596152181404609,1.855839490890503
899,2731,adam,0.0076721137032186556,1.9272645711898804
900,2732,adam,0.0077488348402508424,1.8053287267684937
901,2733,adam,0.007826323188653351,2.2255685329437256
902,2734,adam,0.007904586420539884,2.4988913536071777
903,2735,adam,0.007983632284745284,2.1628966331481934
904,2736,adam,0.008063468607592737,2.267461061477661
905,2737,adam,0.008144103293668666,2.374195098876953
906,2738,adam,0.008225544326605352,2.197432518005371
907,2739,adam,0.008307799769871406,1.9448400735855103
908,2740,adam,0.00839087776757012,1.9708420038223267
909,2741,adam,0.00847478654524582,1.95944344997406
910,2742,adam,0.008559534410698278,1.8273762464523315
911,2743,adam,0.008645129754805261,2.0264458656311035
912,2744,adam,0.008731581052353315,2.1206698417663574
913,2745,adam,0.008818896862876848,1.9185179471969604
914,2746,adam,0.008907085831505616,1.8747111558914185
915,2747,adam,0.008996156689820673,1.8930132389068604
916,2748,adam,0.00908611825671888,2.1796488761901855
917,2749,adam,0.009176979439286068,1.7335015535354614
918,2750,adam,0.009268749233678928,1.8747961521148682
919,2751,adam,0.009361436726015717,2.0122296810150146
920,2752,adam,0.009455051093275874,1.8907474279403687
921,2753,adam,0.009549601604208632,1.899620771408081
922,2754,adam,0.009645097620250719,1.9103548526763916
923,2755,adam,0.009741548596453226,1.8622769117355347
924,2756,adam,0.009838964082417759,1.931531310081482
925,2757,adam,0.009937353723241936,1.9530552625656128
926,2758,adam,0.010036727260474356,1.8031901121139526
927,2759,adam,0.0101370945330791,1.896223783493042
928,2760,adam,0.01023846547840989,1.8709332942962646
929,2761,adam,0.01034085013319399,1.8545622825622559
930,2762,adam,0.01044425863452593,1.7776678800582886
931,2763,adam,0.010548701220871188,1.8638280630111694
932,2764,adam,0.010654188233079901,1.8397327661514282
933,2765,adam,0.0107607301154107,1.9008485078811646
934,2766,adam,0.010868337416564807,1.844894528388977
935,2767,adam,0.010977020790730456,1.7744218111038208
936,2768,adam,0.01108679099863776,1.8767650127410889
937,2769,adam,0.011197658908624139,1.8485287427902222
938,2770,adam,0.01130963549771038,1.786113977432251
939,2771,adam,0.011422731852687483,1.8163139820098877
940,2772,adam,0.011536959171214358,1.8949840068817139
941,2773,adam,0.011652328762926501,1.8638514280319214
942,2774,adam,0.011768852050555766,1.7736998796463013
943,2775,adam,0.011886540571061324,1.7878776788711548
944,2776,adam,0.012005405976771938,1.7815940380096436
945,2777,adam,0.012125460036539658,1.8382349014282227
946,2778,adam,0.012246714636905055,1.8242069482803345
947,2779,adam,0.012369181783274105,2.077388286590576
948,2780,adam,0.012492873601106846,2.0473804473876953
949,2781,adam,0.012617802337117914,1.8682115077972412
950,2782,adam,0.012743980360489094,1.705161452293396
951,2783,adam,0.012871420164093985,1.8862922191619873
952,2784,adam,0.013000134365734925,1.9623605012893677
953,2785,adam,0.013130135709392275,1.8944388628005981
954,2786,adam,0.013261437066486198,1.8066588640213013
955,2787,adam,0.013394051437151059,1.7987431287765503
956,2788,adam,0.01352799195152257,1.6949198246002197
957,2789,adam,0.013663271871037797,1.7025630474090576
958,2790,adam,0.013799904589748176,1.8325862884521484
959,2791,adam,0.013937903635645657,1.7580230236053467
960,2792,adam,0.014077282672002114,2.029139280319214
961,2793,adam,0.014218055498722135,1.7991838455200195
962,2794,adam,0.014360236053709357,1.9235656261444092
963,2795,adam,0.01450383841424645,1.8300484418869019
964,2796,adam,0.014648876798388914,1.728298544883728
965,2797,adam,0.014795365566372802,2.2037694454193115
966,2798,adam,0.01494331922203653,1.6893999576568604
967,2799,adam,0.015092752414256895,2.100419282913208
968,2800,adam,0.015243679938399464,1.836499571800232
969,2801,adam,0.015396116737783459,1.743338942527771
970,2802,adam,0.015550077905161294,1.7031729221343994
971,2803,adam,0.015705578684212906,1.796948790550232
972,2804,adam,0.015862634471055036,1.7655936479568481
973,2805,adam,0.016021260815765586,1.7708282470703125
974,2806,adam,0.016181473423923242,1.6999281644821167
975,2807,adam,0.016343288158162474,1.7733783721923828
976,2808,adam,0.0165067210397441,1.7318975925445557
977,2809,adam,0.01667178825014154,1.7542940378189087
978,2810,adam,0.016838506132642955,2.1411423683166504
979,2811,adam,0.017006891193969385,2.2532479763031006
980,2812,adam,0.017176960105909078,1.930247187614441
981,2813,adam,0.01734872970696817,1.8023251295089722
982,2814,adam,0.01752221700403785,1.8892536163330078
983,2815,adam,0.01769743917407823,1.810731053352356
984,2816,adam,0.017874413565819012,1.7603365182876587
985,2817,adam,0.018053157701477203,1.6898871660232544
986,2818,adam,0.018233689278491977,2.176457643508911
987,2819,adam,0.018416026171276897,1.7984153032302856
988,2820,adam,0.018600186432989666,2.217024803161621
989,2821,adam,0.018786188297319564,1.9212148189544678
990,2822,adam,0.01897405018029276,1.7696937322616577
991,2823,adam,0.019163790682095685,1.7205297946929932
992,2824,adam,0.019355428588916642,1.7395697832107544
993,2825,adam,0.019548982874805807,1.7090778350830078
994,2826,adam,0.019744472703553867,1.705746054649353
995,2827,adam,0.019941917430589404,2.207378387451172
996,2828,adam,0.0201413366048953,1.7950857877731323
997,2829,adam,0.020342749970944252,1.9304994344711304
998,2830,adam,0.020546177470653695,1.8447599411010742
999,2831,adam,0.02075163924536023,1.7656080722808838
1000,2832,adam,0.020959155637813833,1.7678395509719849
1001,2833,adam,0.021168747194191973,1.7963587045669556
1002,2834,adam,0.021380434666133895,1.7200478315353394
1003,2835,adam,0.021594239012795235,1.9467859268188477
1004,2836,adam,0.021810181402923186,1.7017097473144531
1005,2837,adam,0.022028283216952417,1.8323087692260742
1006,2838,adam,0.02224856604912194,1.7665328979492188
1007,2839,adam,0.02247105170961316,2.6584274768829346
1008,2840,adam,0.02269576222670929,2.367105007171631
1009,2841,adam,0.022922719848976383,1.8057574033737183
1010,2842,adam,0.023151947047466148,1.7851195335388184
1011,2843,adam,0.02338346651794081,1.9373149871826172
1012,2844,adam,0.023617301183120217,1.7025132179260254
1013,2845,adam,0.02385347419495142,1.6924831867218018
1014,2846,adam,0.024092008936900933,1.7838022708892822
1015,2847,adam,0.024332929026269944,1.7795231342315674
1016,2848,adam,0.024576258316532644,1.8488695621490479
1017,2849,adam,0.02482202089969797,1.7353829145431519
1018,2850,adam,0.02507024110869495,1.732774019241333
1019,2851,adam,0.0253209435197819,1.8036417961120605
1020,2852,adam,0.02557415295497972,1.7418280839920044
1021,2853,adam,0.025829894484529516,1.8996636867523193
1022,2854,adam,0.026088193429374813,1.8393272161483765
1023,2855,adam,0.02634907536366856,1.7826707363128662
1024,2856,adam,0.026612566117305246,1.8746181726455688
1025,2857,adam,0.0268786917784783,1.7191836833953857
1026,2858,adam,0.02714747869626308,1.9761962890625
1027,2859,adam,0.027418953483225712,2.0045430660247803
1028,2860,adam,0.027693143018057968,1.8469891548156738
1029,2861,adam,0.027970074448238548,1.9762287139892578
1030,2862,adam,0.028249775192720934,1.740402102470398
1031,2863,adam,0.028532272944648145,1.7323434352874756
1032,2864,adam,0.02881759567409463,1.856059193611145
1033,2865,adam,0.029105771630835574,1.8400534391403198
1034,2866,adam,0.02939682934714393,1.7402089834213257
1035,2867,adam,0.02969079764061537,1.7535953521728516
